,Text,labels_encoded
1232,SUBJECTS AND METHODS: Data from 153 patients who underwent SLNB for melanoma of the head and neck were analyzed.,17
1233,False-negative biopsy was defined as recurrence of tumor in a previously identified negative nodal basin.,18
1234,Statistical analysis was performed on registry data.,17
1235,RESULTS: Positive sentinel lymph nodes were identified in 19 (12.4%) patients.,18
1236,"False-negative SLNB was noted in 9 (5.9%) patients, with a false-negative SLNB rate of 32.1%.",18
1237,"Using multivariate regression analysis, only examination of a single sentinel lymph node was a significant predictor of false-negative SLNB (P = .01).",18
1238,The mean treatment delay for the false-negative SLNB group was 470 days compared with 23 days in the positive SLNB group (P < .001).,17
1239,"The 2-year overall survival of patients with false-negative SLNB was 75% compared with 84% and 98% in positive and negative SLNB groups, respectively (P = .02).",17
1240,CONCLUSIONS: False-negative SLNB is more likely to occur when a single sentinel lymph node is harvested.,18
1241,There is significant treatment delay in patients with false-negative SLNB.,5
1242,False-negative SLNB is associated with poor outcome in patients with melanoma of the head and neck.,18
1243,"Delusions of parasitosis (DOP) is a somatic subtype of delusional disorder, also known as monosymptomatic hypochondriacal psychosis.",10
1244,The management of DOP has been discussed extensively in the medical literature.,5
1245,"Patients with suspected DOP have a broad differential diagnosis, including skin-based or systemic medical conditions and several kinds of psychiatric disease.",18
1246,"However, there are many patients who have been labeled with DOP but do not meet the diagnostic criteria or who present with additional somatic complaints.",11
1247,These cases are a unique therapeutic challenge for dermatologists and psychiatrists alike and have not been thoroughly studied or reported.,19
1248,We present a patient referred for DOP who benefited substantially with antidepressant therapy.,11
1249,Lichen planopilaris (LPP) is a primary cicatricial alopecia that rarely presents in a linear distribution.,10
1250,We present a case of linear LPP that was isolated to the frontal scalp with extension down the forehead.,11
1251,"It is uncommon to see a linear distribution of LPP anywhere on the body, but it is particularly rare on the scalp.",10
1252,We also discuss the pathophysiology of disorders that present in unusual linear distributions.,10
1253,Antiphospholipid antibody syndrome (APS) is a systemic autoimmune disorder characterized by venous and/or arterial thrombosis or recurrent fetal loss associated with the presence of antiphospholipid antibodies and/or a lupus anticoagulant.,10
1254,The skin appears to be an important target organ and many cases of APS may present with skin manifestations.,18
1255,"These lesions may be manifold and may take the form of livedo reticularis, livedo racemosa, ulcerations, digital gangrene, subungeal splinter hemorrhages, superficial venous thrombosis, thrombocytopenic purpura, pseudovasculitic manifestations, extensive cutaneous necrosis, or primary anetoderma.",10
1256,We report a case of fulminant APS-related cutaneous necrosis.,11
1257,"A 38-year-old Caucasian male with a past history of APS, multiple deep vein thrombi/pulmonary emboli, presented with necrotic lesions on his right upper and right lower extremities.",10
1258,"Initially, baseline anticoagulation was increased without improvement.",5
1259,"Subsequently, plasma exchange was initiated on a daily schedule.",5
1260,"Furthermore, rituximab 1,000 mg IV was administered on days 1 and 15.",6
1261,"After six consecutive daily sessions of plasma exchange, there was significant regression of the necrotic lesions.",7
1262,"After a 22-day hospital stay, the patient was discharged to home on fondaparinux.",5
1263,The patient presented approximately 2 months later after missing follow-up appointments.,11
1264,"At the time, his initial lesions looked remarkably improved.",7
1265,INTRODUCTION: Atypical hemolytic uremic syndrome (aHUS) is a prototypic thrombotic microangiopathy attributable to complement dysregulation.,10
1266,"In the absence of complement inhibition, progressive clinical deterioration occurs.",10
1267,The authors postulated that a biopsy of normal skin could corroborate the diagnosis of aHUS through the demonstration of vascular deposits of C5b-9.,18
1268,MATERIALS AND METHODS: Biopsies of normal skin from 22 patients with and without aHUS were processed for routine light microscopy and immunofluorescent studies.,18
1269,An assessment was made for vascular C5b-9 deposition immunohistochemically and by immunofluorescence.,17
1270,The biopsies were obtained primarily from the forearm and/or deltoid.,18
1271,"RESULTS: Patients with classic features of aHUS showed insidious microvascular changes including loose luminal platelet thrombi, except in 2 patients in whom a striking thrombogenic vasculopathy was apparent in biopsied digital ulcers.",18
1272,"Extensive microvascular deposits of the membrane attack complex/C5b-9 were identified, excluding 1 patient in whom eculizumab was initiated before biopsy.",18
1273,"In 5 of the 7 patients where follow-up was available, the patients exhibited an excellent treatment response to eculizumab.",7
1274,"Patients without diagnostic clinical features of aHUS failed to show significant vascular deposits of complement, except 2 patients with thrombotic thrombocytopenic purpura including 1 in whom a Factor H mutation was identified.",18
1275,"CONCLUSIONS: In a clinical setting where aHUS is an important diagnostic consideration, extensive microvascular deposition of C5b-9 supports the diagnosis of either aHUS or a subset of thrombotic thrombocytopenic purpura patients with concomitant complement dysregulation; significant vascular C5b-9 deposition predicts clinical responsiveness to eculizumab.",18
1276,OBJECTIVE: Psoriatic arthritis (PsA) and scleroderma (SSc) are chronic rheumatic disorders with detrimental effects on health-related quality of life.,10
1277,Our objective was to assess health values (utilities) from the general public for health states common to people with PsA and SSc for economic evaluations.,3
1278,"METHODS: Adult subjects from the general population in a Midwestern city (N = 218) completed the SF-12 Health Survey and computer-assisted 0-100 rating scale (RS), time trade-off (TTO, range: 0.0-1.0) and standard gamble (SG, range: 0.0-1.0) utility assessments for several hypothetical PsA and SSc health states.",17
